,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_lum,st_logg,sy_dist,sy_gaiamag,calc_temp,distance,have_life
104,CoRoT-30 b,CoRoT-30,1,1,Transit,2020,9.06005,0.0844,11.31,1.009,921.707,2.9,Mass,3.45,0.007,,,0,G3 V,5650.0,0.91,0.98,-0.197,4.4,1032.23,15.413,547.1640262682539,0.10588695187521496,No
105,CoRoT-31 b,CoRoT-31,1,1,Transit,2020,4.62941,0.0586,16.365,1.46,266.9772,0.84,Mass,0.33,0.02,,,0,G2 IV,5700.0,2.15,1.25,0.398,3.85,2005.76,15.4655,1253.4578611624538,0.03705933449064646,No
106,CoRoT-35 b,CoRoT-35,1,1,Transit,2022,3.22748,0.0429,18.831,1.68,349.61125,1.1,Mass,0.29,0.0,,1747.0,1,F6 V,6390.0,1.65,1.01,0.362,4.01,1123.21,15.2625,1479.1013408020422,0.028278560105981385,No
107,CoRoT-36 b,CoRoT-36,1,1,Transit,2022,5.616531,0.066,15.805,1.41,216.12332,0.68,Mass,0.25,0.0,,1567.0,0,F3 V,6730.0,1.52,1.32,0.813,4.16,925.958,12.9515,1154.9121455748864,0.02588474765795491,No
108,CoRoT-4 b,CoRoT-4,1,1,Transit,2008,9.20205,0.09,13.34,1.19,228.83,0.72,Mass,0.525,0.0,203.95,1074.0,0,,6190.0,1.17,1.16,0.185,4.41,726.412,13.5613,713.6849949871038,0.07273484362012836,No
109,CoRoT-5 b,CoRoT-5,1,1,Transit,2009,4.0378962,0.04947,15.558,1.388,148.42,0.467,Mass,0.217,0.09,786.29,1438.0,0,F9 V,6100.0,1.19,1.0,0.18,4.19,882.472,13.9021,1049.7121098332168,0.040210725634637984,No
110,CoRoT-6 b,CoRoT-6,1,1,Transit,2009,8.886593,0.0855,13.068,1.166,940.74,2.96,Mass,2.32,0.1,,1017.0,0,F9 V,6090.0,1.03,1.05,0.026,4.43,645.294,13.7459,661.4699873778366,0.08297860219948938,No
111,CoRoT-7 b,CoRoT-7,1,3,Transit,2009,0.85359163,0.017016,1.681,0.15,4.07661,0.01283,Mass,9.355,0.0,,1756.0,0,G9 V,5275.0,0.83,0.82,-0.289,4.5,159.906,11.5239,1355.8271353626724,0.02373326436640213,No
112,CoRoT-7 c,CoRoT-7,1,3,Radial Velocity,2009,3.698,0.046,2.83,0.253,8.4,0.02643,Mass,2.04,0.0,,,0,G9 V,5256.0,0.86,0.9,-0.289,4.52,159.906,11.5239,731.715377978619,0.0641590362514397,No
113,CoRoT-7 d,CoRoT-7,1,3,Radial Velocity,2022,8.966,,4.31,0.384,17.142,0.05393,Mass,1.18,,,,0,G9 V,5250.0,0.84,0.92,-0.292,4.57,159.906,11.5239,,,No
114,CoRoT-8 b,CoRoT-8,1,1,Transit,2010,6.21229,0.063,6.39,0.57,69.92,0.22,Mass,1.6,0.0,,870.0,0,K1 V,5080.0,0.77,0.88,-0.4,4.58,322.037,14.2195,512.1236356731038,0.09984827112505015,No
115,CoRoT-9 b,CoRoT-9,2,1,Transit,2009,95.272656,0.4021,11.949,1.066,266.9772,0.84,Mass,0.86,0.133,,420.0,0,G3 V,5625.0,0.96,0.96,-0.254,4.54,412.98,13.5008,111.15260075834476,0.5386839960139685,No
116,CoRoTID 223977153 b,CoRoTID 223977153,1,1,Transit,2017,6.71837,0.071,6.389,0.57,47.6745,0.15,Mass,1.1,,132.26,938.0,0,G0 VI,5970.0,0.79,1.08,-0.155,4.67,576.683,13.5867,607.3734351515591,0.08487081032283401,No
117,DE CVn b,DE CVn,2,1,Eclipse Timing Variations,2018,4098.1,5.75,12.4,1.1,3823.2733,12.0293,Msin(i)/sin(i),11.0,0.0,,,0,,3579.0,0.42,0.51,-1.574,4.8,30.5225,11.9752,-230.38045421553417,35.21014752417448,No
118,DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,Astrometry,2013,246.36,0.36,11.9,1.06,9057.77,28.5,Mass,29.5,0.345,,,0,L1.5,,,0.07,,,20.77,18.5577,,,No
119,DH Tau b,DH Tau,1,1,Imaging,2004,,330.0,30.264,2.7,3496.0,11.0,Mass,0.693,,,2200.0,0,M0.5,4371.0,0.27,0.33,-0.212,4.0,134.846,12.4961,-267.62174667971647,421.22480690774347,No
120,DMPP-1 b,DMPP-1,1,4,Radial Velocity,2019,18.57,0.1462,5.29,0.472,24.27,0.07636,Msini,0.901,0.083,,877.0,0,F8 V,6196.0,1.26,1.21,0.32,4.41,62.5388,7.85032,531.1261903849949,0.1011456879483485,No
121,DMPP-1 c,DMPP-1,1,4,Radial Velocity,2019,6.584,0.0733,3.06,0.273,9.6,0.0302,Msini,1.84,0.057,,1239.0,0,F8 V,6196.0,1.26,1.21,0.32,4.41,62.5388,7.85032,862.7155061291793,0.05071121016835804,No
122,DMPP-1 d,DMPP-1,1,4,Radial Velocity,2019,2.882,0.0422,1.65,0.147,3.35,0.01054,Msini,4.1,0.07,,1632.0,0,F8 V,6196.0,1.26,1.21,0.32,4.41,62.5388,7.85032,1223.8530079040506,0.02919526697277912,No
123,DMPP-1 e,DMPP-1,1,4,Radial Velocity,2019,5.516,0.0651,1.86,0.166,4.13,0.01299,Msini,3.53,0.07,,1314.0,0,F8 V,6196.0,1.26,1.21,0.32,4.41,62.5388,7.85032,932.1312601713872,0.04503819620682276,No
124,DMPP-2 b,DMPP-2,1,1,Radial Velocity,2019,5.2072,0.0664,14.3,1.28,138.89171,0.437,Msini,0.261,0.078,,1000.0,0,F5 V,6500.0,1.78,1.44,0.104,4.1,137.94,8.45824,1214.9137422402919,0.05890715919932061,No
125,DMPP-3 A b,DMPP-3 A,2,1,Radial Velocity,2019,6.6732,0.0662,1.41,0.126,2.58,0.00812,Msini,5.06,0.14,,854.0,0,K0 V,5138.0,0.91,0.87,-0.293,4.3,45.23,8.854298,569.1523612645868,0.09275941252302843,No
126,DP Leo b,DP Leo,2,1,Eclipse Timing Variations,2009,10220.0,8.19,12.7,1.14,1995.88832,6.28,Mass,5.35,0.39,,,0,,13500.0,0.01,0.69,-2.4,,305.684,18.6333,-252.291934140386,129.80275246256517,No
127,DS Tuc A b,DS Tuc A,2,1,Transit,2019,8.138268,,5.7,0.509,413.179,1.3,Mass,,0.0,115.83,850.0,0,G6 V,5428.0,0.96,1.01,-0.14,4.6,44.0622,8.31926,,,No
128,EPIC 201170410.02,EPIC 201170410,1,1,Transit,2020,6.7987,0.0349,1.047,0.093,1.15,0.0036,M-R relationship,5.51,0.0,,,0,,3648.0,0.28,0.29,-1.9,5.0,134.0,16.4386,183.73126397628806,0.31104657740867714,No
129,EPIC 201238110 b,EPIC 201238110,1,1,Transit,2019,28.1656,,1.87,0.167,4.16,0.0131,M-R relationship,3.5,,,,0,,3587.0,0.37,0.41,-1.508,4.78,159.259,15.2612,,,No
130,EPIC 201427007 b,EPIC 201427007,1,1,Transit,2021,0.72091,,1.5,0.134,2.86,0.00899,M-R relationship,4.66,,,,0,,5633.0,0.94,0.93,-0.049,4.4,706.391,14.147,,,No
131,EPIC 201497682 b,EPIC 201497682,1,1,Transit,2019,2.13174,,0.692,0.062,0.26,0.00082,M-R relationship,4.31,,,,0,,4991.0,0.55,0.78,-0.766,4.63,253.026,13.7368,,,No
132,EPIC 201595106 b,EPIC 201595106,1,1,Transit,2021,0.877214,,1.3,0.116,2.24,0.00705,M-R relationship,5.6,,,1874.0,0,,5820.0,0.93,1.02,-0.026,4.6,232.1,11.6477,,,No
133,EPIC 201615463 c,K2-166,1,2,Transit,2019,3.80464,,1.22,0.109,1.98,0.00624,M-R relationship,5.99,,,,0,,5942.5,1.6,1.07,0.458,4.09,476.882,11.9456,,,No
134,EPIC 201754305 d,K2-16,1,3,Transit,2019,2.71578,,1.03,0.092,1.08,0.0034,M-R relationship,5.43,,,,0,K3 V,4761.0,0.54,0.67,-0.761,4.63,334.967,14.3234,,,No
135,EPIC 201757695.02,EPIC 201757695,1,1,Transit,2020,2.0478,0.0296,0.908,0.081,0.688,0.00217,M-R relationship,5.05,0.0,,,0,,4520.0,0.66,0.73,-0.364,4.66,577.6,,670.5778332954418,0.04500820688008187,No
136,EPIC 201833600 c,K2-50,1,2,Transit,2019,3.96151,,1.0,0.089,0.972,0.00306,M-R relationship,5.34,,,,0,,4292.67,0.63,0.61,-0.874,4.74,257.443,14.2575,,,No
137,EPIC 201841433 b,EPIC 201841433,1,1,Transit,2019,4.1698,0.035,1.04,0.093,1.12,0.00352,M-R relationship,5.47,,,,0,,5053.0,0.63,0.8,-0.635,4.59,436.488,14.5885,674.7614464336738,0.07270563039503973,No
138,EPIC 205950854 c,K2-168,1,2,Transit,2019,8.050722,,1.31,0.117,2.27,0.00714,M-R relationship,5.55,,,961.0,0,,5502.7,0.83,0.88,-0.176,4.39,243.935,12.0976,,,No
139,EPIC 206024342 b,EPIC 206024342,1,3,Transit,2019,4.50756,,1.7,0.152,3.53,0.0111,M-R relationship,3.95,,,,0,,5724.0,0.82,0.93,-0.17,4.59,369.888,12.9682,,,No
140,EPIC 206024342 c,EPIC 206024342,1,3,Transit,2021,0.911724,,1.4,0.125,2.54,0.008,M-R relationship,5.09,,,,0,,5724.0,1.1,0.93,-0.17,4.5,369.888,12.9682,,,No
141,EPIC 206024342 d,EPIC 206024342,1,3,Transit,2021,14.647531,,2.6,0.232,7.27,0.0229,M-R relationship,2.27,,,,0,,5724.0,1.1,0.93,-0.17,4.5,369.888,12.9682,,,No
142,EPIC 206032309 b,EPIC 206032309,1,1,Transit,2019,2.87814,,1.01,0.09,1.01,0.00317,M-R relationship,5.39,,,,0,,3489.0,0.37,0.22,-1.73,4.85,161.365,16.0689,,,No
143,EPIC 206042996 b,EPIC 206042996,1,2,Transit,2019,5.2986,,1.7,0.152,3.53,0.0111,M-R relationship,3.95,,,,0,,4114.0,0.5,0.57,-0.98,4.8,451.769,15.9752,,,No
144,EPIC 206042996 c,EPIC 206042996,1,2,Transit,2021,0.354884,,1.2,0.107,1.87,0.00588,M-R relationship,5.95,,,,0,,4114.0,0.5,0.57,-0.98,4.8,451.769,15.9752,,,No
145,EPIC 206215704 b,EPIC 206215704,1,1,Transit,2019,2.255436,,1.0,0.089,0.972,0.00306,M-R relationship,5.34,,,,0,,3297.0,0.25,0.41,-2.088,4.9,109.888,16.1722,,,No
146,EPIC 206317286 b,EPIC 206317286,1,2,Transit,2019,1.58252,,0.96,0.086,0.84,0.00264,M-R relationship,5.22,,,,0,,4864.0,0.67,0.71,-0.593,4.6,314.35,13.774,,,No
147,EPIC 206317286 c,EPIC 206317286,1,2,Transit,2022,17.515472,,2.094,0.187,5.03,0.0158,M-R relationship,3.01,,,,0,,4752.0,0.76,0.83,-0.593,4.6,314.35,13.774,,,No
148,EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016,21.1701963,0.1195,1.92,0.171,4.35,0.0137,M-R relationship,3.38,0.06,3.5,431.0,0,M0,4057.0,0.58,0.62,-1.153,4.7,186.197,14.5263,122.05030277635137,0.45067960528862017,No
149,EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018,19.49221,0.1493,5.76,0.514,27.0,0.08495,Mass,0.65,0.0,31.91,817.0,0,G0,6069.0,1.39,1.17,0.373,4.22,181.69,10.0512,545.6481458749685,0.09717617659847312,No
150,EPIC 212297394 b,EPIC 212297394,1,2,Transit,2019,2.289363,,1.48,0.132,2.79,0.00879,M-R relationship,4.73,,,1149.0,0,,5171.0,0.8,0.83,-0.505,4.55,418.395,14.1864,,,No
151,EPIC 212297394 c,EPIC 212297394,1,2,Transit,2016,5.213965,,2.27,0.203,5.77,0.0182,M-R relationship,2.71,,,866.0,0,,5171.0,0.8,0.83,-0.467,4.55,418.395,14.1864,,,No
152,EPIC 212424622 b,EPIC 212424622,1,1,Transit,2019,18.0983,,2.17,0.194,5.35,0.0168,M-R relationship,2.88,,,,0,,5782.33,1.22,1.11,0.179,4.3,611.804,13.2026,,,No
153,EPIC 212499991 b,EPIC 212499991,1,1,Transit,2019,34.885,,1.6,0.143,3.19,0.01,M-R relationship,4.28,,,,0,,4982.79,0.76,0.91,-0.497,4.61,283.29,13.3118,,,No
154,EPIC 212587672 b,EPIC 212587672,1,2,Transit,2019,15.28078,,1.26,0.112,2.13,0.00669,M-R relationship,5.85,,,756.0,0,,6004.0,0.98,0.99,0.006,4.45,320.07,12.2038,,,No
155,EPIC 212587672 c,EPIC 212587672,1,2,Transit,2016,23.228555,,2.32,0.207,5.99,0.0189,M-R relationship,2.64,,,658.0,0,,6004.0,0.98,0.99,0.038,4.45,320.07,12.2038,,,No
156,EPIC 212624936 b,EPIC 212624936,1,2,Transit,2021,0.578657,,1.2,0.107,1.87,0.00588,M-R relationship,5.95,,,,0,,5765.0,0.93,1.0,-0.124,4.4,561.929,13.8326,,,No
157,EPIC 212624936 c,EPIC 212624936,1,2,Transit,2021,11.811437,,2.3,0.205,5.9,0.0186,M-R relationship,2.66,,,,0,,5765.0,0.93,1.0,-0.124,4.4,561.929,13.8326,,,No
158,EPIC 212737443 b,EPIC 212737443,1,2,Transit,2019,13.603,0.098,2.586,0.231,7.2,0.0227,M-R relationship,2.29,0.2,,536.0,0,K3,4684.0,0.67,0.69,-0.751,4.62,336.25,14.4776,268.3811793038167,0.23266233142802611,No
159,EPIC 212737443 c,EPIC 212737443,1,2,Transit,2019,65.55,0.28,2.69,0.24,7.7,0.0242,M-R relationship,2.17,0.2,,316.0,0,K3,4684.0,0.67,0.69,-0.804,4.62,336.25,14.4776,47.22416617974034,0.706574616294561,No
160,EPIC 220492298 b,EPIC 220492298,1,1,Transit,2021,0.762406,,0.99,0.088,0.937,0.00295,M-R relationship,5.31,,,,0,,5620.0,0.89,0.95,-0.009,4.5,624.512,13.7756,,,No
161,EPIC 220554210 c,K2-282,1,2,Transit,2019,0.70531,,1.6,0.143,3.19,0.01,M-R relationship,4.28,,,,0,,5499.0,1.0,0.94,-0.215,4.5,496.289,13.8183,,,No
162,EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016,0.571292,0.01326,1.725,0.154,8.21,0.02583,Mass,8.77,0.0,4670.0,2300.0,0,G5 V,5532.0,0.99,0.95,-0.119,4.45,244.59,11.9535,1840.3887929727834,0.015206999234062057,No
163,EPIC 220674823 c,EPIC 220674823,1,2,Transit,2016,13.3397,0.1083,2.836,0.253,8.9,0.028,Mass,2.12,0.13,70.0,805.0,0,G5 V,5532.0,0.99,0.95,-0.119,4.45,244.59,11.9535,466.40036751586206,0.12420196207005435,No
164,EPIC 228836835 b,EPIC 228836835,1,1,Transit,2021,0.728113,,1.1,0.098,1.37,0.0043,M-R relationship,5.66,,,932.0,0,,3782.0,0.32,0.42,-1.612,5.0,150.124,15.4185,,,No
165,EPIC 229004835 b,EPIC 229004835,1,1,Transit,2023,16.141132,0.1237,2.332,0.208,10.4,0.03272,Mass,4.49,0.23,69.7,804.0,0,,5868.0,1.0,0.97,0.03,4.47,121.971,10.0494,464.5630602689745,0.11950049373103991,No
166,EPIC 246851721 b,EPIC 246851721,2,1,Transit,2018,6.180235,0.07229,11.781,1.051,953.49,3.0,Mass,3.1,,642.0,1401.0,0,F5 V,6202.0,1.59,1.32,0.526,4.16,372.632,11.2549,1012.9461213937042,0.039452835778287974,No
167,EPIC 248847494 b,EPIC 248847494,1,1,Transit,2018,3650.0,4.5,12.442,1.11,4131.79,13.0,Mass,,0.0,0.19,183.0,0,,4898.0,2.7,0.9,0.548,3.52,551.886,12.1722,-105.39455600573913,2.394487166700574,No
168,EPIC 249893012 b,EPIC 249893012,1,3,Transit,2020,3.5951,0.047,1.95,0.174,8.75,0.02753,Mass,6.39,0.06,1037.0,1616.0,0,G8 IV/V,5430.0,1.71,1.05,0.356,3.99,321.296,11.4019,1175.0587682745117,0.031195924308889716,No
169,EPIC 249893012 c,EPIC 249893012,1,3,Transit,2020,15.624,0.13,3.67,0.327,14.67,0.04616,Mass,1.62,0.07,160.0,990.0,0,G8 IV/V,5430.0,1.71,1.05,0.356,3.99,321.296,11.4019,597.6299594697468,0.08628659915224815,No
170,EPIC 249893012 d,EPIC 249893012,1,3,Transit,2020,35.747,0.22,3.94,0.352,10.18,0.03203,Mass,0.91,0.15,53.0,752.0,0,G8 IV/V,5430.0,1.71,1.05,0.356,3.99,321.296,11.4019,396.22387947733193,0.14602347548841996,No
171,FU Tau b,FU Tau,1,1,Imaging,2008,,800.0,12.2,1.09,5085.28,16.0,Mass,15.4,,,2375.0,0,M7.25,2838.0,,0.05,-0.699,,133.4950466,15.2412,,1788.9161589780172,No
172,G 264-012 b,G 264-012,1,2,Radial Velocity,2021,2.30538,0.02279,1.39,0.124,2.5,0.00787,Msini,5.12,,20.5,587.0,0,M4.0 V,3326.0,0.3,0.3,-1.972,4.85,16.009,11.7617,260.4218712531963,0.2206705234419387,No
173,G 264-012 c,G 264-012,1,2,Radial Velocity,2021,8.0518,0.0525,1.76,0.157,3.75,0.0118,Msini,3.78,,3.87,387.0,0,M4.0 V,3326.0,0.3,0.3,-1.972,4.85,16.009,11.7617,78.39865228434218,0.5083458745371557,No
174,G 9-40 b,G 9-40,1,1,Transit,2019,5.746007,0.0385,2.025,0.181,11.7,0.03681,Mass,,0.0,7.2,456.0,0,M2.5 V,3348.0,0.31,0.29,-1.971,4.93,27.9276,12.7331,146.9165967588678,0.3723580347602572,No
175,GJ 1002 b,GJ 1002,1,2,Radial Velocity,2022,10.3465,0.0457,1.03,0.092,1.08,0.0034,Msini,5.43,,0.67,231.0,0,M5.5 V,3024.0,0.14,0.12,-2.852,5.1,4.84867,11.7804,-39.12086822565939,1.218754409686316,Missing 1
176,GJ 1002 c,GJ 1002,1,2,Radial Velocity,2022,21.202,0.0738,1.1,0.098,1.36,0.00428,Msini,5.61,,0.26,182.0,0,M5.5 V,3024.0,0.14,0.12,-2.852,5.1,4.84867,11.7804,-88.98807725932366,1.968141694416852,No
177,GJ 1061 b,GJ 1061,1,3,Radial Velocity,2020,3.204,0.021,1.1,0.098,1.37,0.00431,Msini,5.66,0.31,3.8,,0,M5.5 V,2953.0,0.16,0.12,-2.77,5.16,3.67278,10.9889,87.25931555288838,0.5095881199673072,No
178,GJ 1061 c,GJ 1061,1,3,Radial Velocity,2020,6.689,0.035,1.18,0.105,1.74,0.00547,Msini,5.82,0.29,1.4,,0,M5.5 V,2953.0,0.16,0.12,-2.77,5.16,3.67278,10.9889,6.021855390870087,0.8493135332788455,No
179,GJ 1061 d,GJ 1061,1,3,Radial Velocity,2020,13.031,0.054,1.16,0.103,1.64,0.00516,Msini,5.77,0.53,0.6,,0,M5.5 V,2953.0,0.16,0.12,-2.77,5.16,3.67278,10.9889,-48.3953036998991,1.3103694513445043,Missing 1
180,GJ 1132 b,GJ 1132,1,2,Transit,2015,1.628931,0.0153,1.13,0.101,1.66,0.00522,Mass,6.3,0.22,20.96,529.0,0,M4.5 V,3270.0,0.21,0.18,-2.359,4.88,12.613,12.138,262.5157778348739,0.23130841400220495,No
181,GJ 1132 c,GJ 1132,1,2,Radial Velocity,2018,8.929,0.0476,1.43,0.128,2.64,0.00831,Msini,4.96,0.27,,300.0,0,M4.5 V,3270.0,0.21,0.18,-2.359,5.02,12.613,12.138,30.543950142653898,0.7196261768957488,No
182,GJ 1148 b,GJ 1148,1,2,Radial Velocity,2010,41.38,0.166,11.9,1.07,96.7,0.30425,Msini,0.315,0.38,,,0,M5,3287.0,0.36,0.34,-1.869,4.87,11.0143,10.5769,-59.1177942349278,1.4276050910355007,No
183,GJ 1148 c,GJ 1148,1,2,Radial Velocity,2017,532.58,0.912,9.71,0.866,68.06,0.21414,Msini,0.409,0.342,,,0,M5,3287.0,0.36,0.34,-1.869,4.87,11.0143,10.5769,-181.8363396337166,7.843227970026366,No
184,GJ 1151 c,GJ 1151,1,1,Radial Velocity,2023,389.7,0.5714,3.25,0.29,10.62,0.03341,Msini,1.7,,,,0,M 4.5V,3280.0,0.18,0.16,-2.48,5.09,8.03625,11.6938,-191.75041419198106,9.929793935473931,No
185,GJ 1214 b,GJ 1214,1,1,Transit,2009,1.58040433,0.0149,2.742,0.245,8.17,0.02571,Mass,2.2,0.063,21.0,596.0,0,M4 V,3250.0,0.21,0.18,-2.337,5.03,14.6427,13.0089,266.33837510097646,0.21962727260509796,No
186,GJ 1252 b,GJ 1252,1,1,Transit,2020,0.5182416,0.00915,1.18,0.105,1.32,0.00415,Mass,4.41,0.0,233.0,1089.0,0,M3,3458.0,0.39,0.38,-1.708,4.89,20.373,11.2364,725.0761949512558,0.06537641383590946,No
187,GJ 1265 b,GJ 1265,1,1,Radial Velocity,2018,3.6511,0.026,2.63,0.234,7.4,0.02328,Msini,2.24,0.04,,,0,M4.5 V,3236.0,0.19,0.18,-2.439,5.09,10.2525,12.0807,113.64500427267342,0.43099610758070894,No
188,GJ 143 b,GJ 143,1,2,Transit,2019,35.61253,0.1915,2.61,0.233,22.7,0.07142,Mass,7.0,0.188,3.37,422.0,0,K4.5,4640.0,0.7,0.73,-0.686,4.61,16.32,7.67906,119.10169434146928,0.42186041767473687,No
189,GJ 15 A b,GJ 15 A,2,2,Radial Velocity,2014,11.4407,0.072,1.55,0.139,3.03,0.00953,Msini,4.47,0.094,,550.0,0,M1,3607.0,0.38,0.38,-1.655,4.87,3.56228,7.2162,93.24868743765268,0.4839856625603281,No
190,GJ 15 A c,GJ 15 A,2,2,Radial Velocity,2018,7600.0,5.4,6.67,0.595,36.0,0.11327,Msini,0.667,0.27,,,0,M1,3607.0,0.38,0.38,-1.655,4.87,3.56228,7.2162,-230.84192383542913,36.29892469202461,No
191,GJ 160.2 b,GJ 160.2,1,1,Radial Velocity,2014,5.2354,0.053,3.17,0.283,10.2,0.03209,Msini,1.76,0.06,,,0,M0 V,4347.0,0.66,0.69,-0.796,4.61,25.8557,9.20154,405.12512481290787,0.13251830416991087,No
192,GJ 163 b,GJ 163,1,3,Radial Velocity,2013,8.63182,0.0607,3.25,0.29,10.6,0.03335,Msini,1.7,0.073,,,0,M,3500.0,0.41,0.4,-1.708,4.82,15.1285,10.6771,129.05535077263914,0.43369926992783653,No
193,GJ 163 c,GJ 163,1,3,Radial Velocity,2013,25.63058,0.1254,2.5,0.223,6.8,0.0214,Msini,2.39,0.099,,,0,M,3500.0,0.41,0.4,-1.708,4.82,15.1285,10.6771,6.679451538785656,0.8959783928986937,No
194,GJ 163 d,GJ 163,1,3,Radial Velocity,2013,603.95116,1.0304,5.92,0.528,29.4,0.0925,Msini,0.779,0.373,,,0,M,3500.0,0.41,0.4,-1.708,4.82,15.1285,10.6771,-175.5298963363249,7.362170143882088,No
195,GJ 179 b,GJ 179,1,1,Radial Velocity,2009,2288.0,2.41,13.9,1.24,260.61,0.82,Msini,0.533,0.21,,,0,M3.5 V,3370.0,0.38,0.36,-1.796,4.83,12.356,10.7055,-213.9808412439276,19.055354934795787,No
196,GJ 180 b,GJ 180,1,3,Radial Velocity,2014,17.133,0.092,2.43,0.217,6.49,0.02042,Msini,2.49,0.07,,,0,M2 V,3371.0,0.41,0.43,-1.886,4.81,11.9407,9.93395,41.5081493211531,0.8068407554521438,No
197,GJ 180 c,GJ 180,1,3,Radial Velocity,2014,24.329,0.129,2.41,0.215,6.4,0.02014,Msini,2.51,0.09,,,0,M2 V,3371.0,0.41,0.43,-1.886,4.81,11.9407,9.93395,-7.421557191513102,1.1313310592752888,Possible
198,GJ 180 d,GJ 180,1,3,Radial Velocity,2020,106.3,0.309,2.66,0.237,7.56,0.02379,Msini,2.21,0.14,,,0,M3,3811.5,0.41,0.43,-1.609,4.81,11.9407,9.93395,-79.02081576974854,1.9699648603978617,No
199,GJ 2030 b,GJ 2030,1,2,Radial Velocity,2022,2.38128933,0.034411,1.98,0.177,4.59248,0.01445,Msini,3.25,0.239302,,,0,,5485.0,2.24,0.96,0.612,3.72,37.0788,6.02088,1683.5949023063713,0.01700972504990399,No
200,GJ 2030 c,GJ 2030,1,2,Radial Velocity,2022,25533.11353048,16.763449,12.3,1.1,4067.84698,12.79888,Mass,12.0,0.040554,,,0,,5485.0,2.24,0.96,0.612,3.72,37.0788,6.02088,-184.4954215433425,8.28635199145878,No
201,GJ 2056 b,GJ 2056,1,1,Radial Velocity,2020,69.971,0.283,4.17,0.372,16.2,0.05097,Msini,1.23,0.72,,,0,M0V:,4069.95,0.71,0.62,-0.905,4.48,28.4434,9.72281,11.890943758852131,0.8022069782775758,No
202,GJ 229 A c,GJ 229,2,2,Radial Velocity,2020,121.93267601,0.384214,2.87,0.256,8.57613,0.02698,Msini,1.99,0.365639,,,0,M1.5V,3912.54,0.46,0.51,-1.222,4.69,5.75624,7.30724,-83.85753339018643,1.5688202470042896,No
203,GJ 229 b,GJ 229,2,2,Radial Velocity,2014,579.47494672,1.086215,3.96,0.353,14.85045,0.04672,Msini,1.31,0.403522,,,0,M1/M2 V,3564.0,0.46,0.51,-1.553,4.69,5.75624,7.30724,-170.59875667908784,6.492557369865354,No
204,GJ 251 b,GJ 251,1,1,Radial Velocity,2020,14.238,0.0818,1.83,0.163,4.0,0.01259,Msini,3.59,0.1,2.53,351.0,0,M3.0 V,3451.0,0.36,0.36,-1.772,4.96,5.58057,8.85518,46.9618672104267,0.6291487001544467,No
205,GJ 27.1 b,GJ 27.1,1,1,Radial Velocity,2014,15.819,0.101,3.66,0.327,13.0,0.0409,Msini,1.46,0.08,,,0,M0.5 V,3542.0,0.52,0.53,-1.585,4.72,23.6062,10.579,82.21263261641059,0.6263561900903233,No
206,GJ 273 b,GJ 273,1,2,Radial Velocity,2017,18.6498,0.091101,1.51,0.135,2.89,0.00909,Msini,4.61,0.1,1.06,,0,M3.5,3382.0,0.29,0.29,-2.056,4.91,5.921535,,-6.345440603224176,0.9716797324019771,Possible
207,GJ 273 c,GJ 273,1,2,Radial Velocity,2017,4.7234,0.036467,1.06,0.094,1.18,0.00371,Msini,5.44,0.17,6.66,,0,M3.5,3382.0,0.29,0.29,-2.056,4.91,5.921535,,148.55116469078007,0.3889556075290381,No
208,GJ 3021 b,GJ 3021,2,1,Radial Velocity,2000,133.71,0.49,13.1,1.17,1071.04,3.37,Msini,2.62,0.511,,350.0,0,G6 V,5540.0,0.9,0.9,-0.18,4.7,17.5559,6.39729,58.83250394538419,0.6028316976980669,No
209,GJ 3082 b,GJ 3082,1,1,Radial Velocity,2020,11.949,0.079,2.79,0.249,8.2,0.0258,Msini,2.07,0.22,,,0,M4,3910.0,0.47,0.47,-1.463,4.77,16.6186,10.2011,148.5410246590522,0.4257229778448967,No
210,GJ 3090 b,GJ 3090,1,1,Transit,2022,2.853136,0.03165,2.13,0.19,3.34,0.01051,Mass,1.89,0.32,42.23,693.0,0,M2 V,3556.0,0.52,0.52,-1.342,4.73,22.4751,10.5521,364.1718142111707,0.14837943544897644,No
211,GJ 3138 b,GJ 3138,1,3,Radial Velocity,2017,1.22003,0.0197,1.18,0.106,1.78,0.0056,Msini,5.95,0.19,118.1,,0,M0,3717.0,0.5,0.68,-1.347,4.63,28.4712,10.1924,554.8430034031737,0.09288941465328021,No
212,GJ 3138 c,GJ 3138,1,3,Radial Velocity,2017,5.974,0.057,1.88,0.167,4.18,0.01315,Msini,3.46,0.11,13.9,,0,M0,3717.0,0.5,0.68,-1.347,4.63,28.4712,10.1924,213.61837226586988,0.26876632666177525,No
213,GJ 3138 d,GJ 3138,1,3,Radial Velocity,2017,257.8,0.698,3.23,0.288,10.5,0.03304,Msini,1.71,0.32,0.1,,0,M0,3717.0,0.5,0.68,-1.347,4.63,28.4712,10.1924,-134.0484181576599,3.2912087019284053,No
